"","Fiscal.Year","SinceFirstFiscalYear","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014"
"2604",2012-09-30,1.16712328767123,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2605",2012-09-30,1.16712328767123,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2606",2012-09-30,1.16712328767123,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2607",2012-09-30,1.16712328767123,"Unlabeled","DLA","2009 NDAA
Sec. 864 Impl.",0
"2608",2012-09-30,1.16712328767123,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2609",2012-09-30,1.16712328767123,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2610",2012-09-30,1.16712328767123,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2611",2012-09-30,1.25205479452055,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",0.623321501019462
"2612",2012-09-30,1.25205479452055,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",0.884854404005767
"2613",2012-09-30,1.25205479452055,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",1.27325502719596
"2614",2012-09-30,1.25205479452055,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0
"2615",2012-09-30,1.25205479452055,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.201422501750592
"2616",2012-09-30,1.25205479452055,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",-1.83780352177943e-05
"2617",2012-09-30,1.25205479452055,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.246065557440016
"2618",2012-09-30,1.25205479452055,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",2.6329903691072
"2619",2012-09-30,1.25205479452055,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",2.15770701313974
"2620",2012-09-30,1.25205479452055,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",2.00189484154052
"2621",2012-09-30,1.25205479452055,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",1.47992778883792
"2622",2012-09-30,1.25205479452055,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.293065229852744
"2623",2012-09-30,1.25205479452055,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0427025029554114
"2624",2012-09-30,1.25205479452055,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.888480447523427
"2625",2012-09-30,1.25205479452055,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.0710688976212542
"2626",2012-09-30,1.25205479452055,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0350700174544331
"2627",2012-09-30,1.25205479452055,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0504423198022861
"2628",2012-09-30,1.25205479452055,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0255923366594583
"2629",2012-09-30,1.25205479452055,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0.000362032581608485
"2630",2012-09-30,1.25205479452055,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.00875435811965812
"2631",2012-09-30,1.25205479452055,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2632",2012-09-30,1.25205479452055,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2633",2012-09-30,1.25205479452055,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2634",2012-09-30,1.25205479452055,"Unlabeled","DLA","2009 NDAA
Sec. 864 Impl.",0
"2635",2012-09-30,1.25205479452055,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2636",2012-09-30,1.25205479452055,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2637",2012-09-30,1.25205479452055,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2638",2012-09-30,1.33698630136986,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",0.986047475285758
"2639",2012-09-30,1.33698630136986,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",1.53051640950469
"2640",2012-09-30,1.33698630136986,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",1.0406687042941
"2641",2012-09-30,1.33698630136986,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.00246251641437545
"2642",2012-09-30,1.33698630136986,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.282767348697353
"2643",2012-09-30,1.33698630136986,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0700404203789517
"2644",2012-09-30,1.33698630136986,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.308119058274122
"2645",2012-09-30,1.33698630136986,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",4.01539644859438
"2646",2012-09-30,1.33698630136986,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",2.90085115382556
"2647",2012-09-30,1.33698630136986,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",2.0226960618165
"2648",2012-09-30,1.33698630136986,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.15712955986963
"2649",2012-09-30,1.33698630136986,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.00913118201009165
"2650",2012-09-30,1.33698630136986,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.094581425630728
"2651",2012-09-30,1.33698630136986,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.883563062908042
"2652",2012-09-30,1.33698630136986,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.152517434136546
"2653",2012-09-30,1.33698630136986,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0214739971578622
"2654",2012-09-30,1.33698630136986,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0508173388837401
"2655",2012-09-30,1.33698630136986,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.024863019235918
"2656",2012-09-30,1.33698630136986,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00443141699104109
"2657",2012-09-30,1.33698630136986,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0270308100710534
"2658",2012-09-30,1.33698630136986,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2659",2012-09-30,1.33698630136986,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2660",2012-09-30,1.33698630136986,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2661",2012-09-30,1.33698630136986,"Unlabeled","DLA","2009 NDAA
Sec. 864 Impl.",0
"2662",2012-09-30,1.33698630136986,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2663",2012-09-30,1.33698630136986,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",-0.00029737781896818
"2664",2012-09-30,1.41643835616438,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",1.41880906638863
"2665",2012-09-30,1.41643835616438,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",1.17700806964267
"2666",2012-09-30,1.41643835616438,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.966192036340233
"2667",2012-09-30,1.41643835616438,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.00125608262794769
"2668",2012-09-30,1.41643835616438,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.350333059798167
"2669",2012-09-30,1.41643835616438,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0105384430027804
"2670",2012-09-30,1.41643835616438,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.235463776861291
"2671",2012-09-30,1.41643835616438,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",5.78155427065184
"2672",2012-09-30,1.41643835616438,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",3.14693109081454
"2673",2012-09-30,1.41643835616438,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",5.84958369835238
"2674",2012-09-30,1.41643835616438,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.36620211815446
"2675",2012-09-30,1.41643835616438,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.00175938452270621
"2676",2012-09-30,1.41643835616438,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.012277643888374
"2677",2012-09-30,1.41643835616438,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",1.11857442212954
"2678",2012-09-30,1.41643835616438,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.381787395685305
"2679",2012-09-30,1.41643835616438,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0380577251364432
"2680",2012-09-30,1.41643835616438,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.062086830995778
"2681",2012-09-30,1.41643835616438,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0303409356502935
"2682",2012-09-30,1.41643835616438,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0263146905056122
"2683",2012-09-30,1.41643835616438,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2684",2012-09-30,1.41643835616438,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2685",2012-09-30,1.41643835616438,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2686",2012-09-30,1.41643835616438,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2687",2012-09-30,1.41643835616438,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2688",2012-09-30,1.41643835616438,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2689",2012-09-30,1.5013698630137,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",0.971339078663371
"2690",2012-09-30,1.5013698630137,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",1.03171779278138
"2691",2012-09-30,1.5013698630137,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.929817805117908
"2692",2012-09-30,1.5013698630137,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.000914451446812893
"2693",2012-09-30,1.5013698630137,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.1252084639481
"2694",2012-09-30,1.5013698630137,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.000113502213984142
"2695",2012-09-30,1.5013698630137,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.239060239213263
"2696",2012-09-30,1.5013698630137,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",3.66390396988982
"2697",2012-09-30,1.5013698630137,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",1.85015666457625
"2698",2012-09-30,1.5013698630137,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",2.0500968855293
"2699",2012-09-30,1.5013698630137,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.17365116222675
"2700",2012-09-30,1.5013698630137,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.00605979912470394
"2701",2012-09-30,1.5013698630137,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00125056900422202
"2702",2012-09-30,1.5013698630137,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.929258917032232
"2703",2012-09-30,1.5013698630137,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.281410931994645
"2704",2012-09-30,1.5013698630137,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0195484694264236
"2705",2012-09-30,1.5013698630137,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0920987667902379
"2706",2012-09-30,1.5013698630137,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0391778683657708
"2707",2012-09-30,1.5013698630137,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00294724674080939
"2708",2012-09-30,1.5013698630137,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0222401648028009
"2709",2012-09-30,1.5013698630137,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2710",2012-09-30,1.5013698630137,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2711",2012-09-30,1.5013698630137,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2712",2012-09-30,1.5013698630137,"Unlabeled","DLA","2009 NDAA
Sec. 864 Impl.",0
"2713",2012-09-30,1.5013698630137,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2714",2012-09-30,1.5013698630137,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2715",2012-09-30,1.58356164383562,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",1.41220770503553
"2716",2012-09-30,1.58356164383562,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",0.853035003995469
"2717",2012-09-30,1.58356164383562,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.702331352723715
"2718",2012-09-30,1.58356164383562,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.00703893648439913
"2719",2012-09-30,1.58356164383562,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.127563819493358
"2720",2012-09-30,1.58356164383562,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.000324887241272783
"2721",2012-09-30,1.58356164383562,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.214439289939244
"2722",2012-09-30,1.58356164383562,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",4.61373203446607
"2723",2012-09-30,1.58356164383562,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",2.24210362192359
"2724",2012-09-30,1.58356164383562,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",2.54344897691278
"2725",2012-09-30,1.58356164383562,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",4.58262581372691
"2726",2012-09-30,1.58356164383562,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.168568086005561
"2727",2012-09-30,1.58356164383562,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00290575914941819
"2728",2012-09-30,1.58356164383562,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.969483630182268
"2729",2012-09-30,1.58356164383562,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.239985124940789
"2730",2012-09-30,1.58356164383562,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.028244655545258
"2731",2012-09-30,1.58356164383562,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0871178763773041
"2732",2012-09-30,1.58356164383562,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0277271754093296
"2733",2012-09-30,1.58356164383562,"Time/Mat.","MDA","2009 NDAA
Sec. 864 Impl.",0.000567397796313459
"2734",2012-09-30,1.58356164383562,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",-0.000163283142827721
"2735",2012-09-30,1.58356164383562,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0260729635670889
"2736",2012-09-30,1.58356164383562,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2737",2012-09-30,1.58356164383562,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2738",2012-09-30,1.58356164383562,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2739",2012-09-30,1.58356164383562,"Unlabeled","DLA","2009 NDAA
Sec. 864 Impl.",0
"2740",2012-09-30,1.58356164383562,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2741",2012-09-30,1.58356164383562,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2742",2012-09-30,1.58356164383562,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2743",2012-09-30,1.66849315068493,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",0.95934614759551
"2744",2012-09-30,1.66849315068493,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",0.854077085336217
"2745",2012-09-30,1.66849315068493,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.698379505498919
"2746",2012-09-30,1.66849315068493,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.00400945792400371
"2747",2012-09-30,1.66849315068493,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.127627820049428
"2748",2012-09-30,1.66849315068493,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",-0.00791681080218309
"2749",2012-09-30,1.66849315068493,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.291091979106168
"2750",2012-09-30,1.66849315068493,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",7.66611506464834
"2751",2012-09-30,1.66849315068493,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",3.19915704346617
"2752",2012-09-30,1.66849315068493,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",6.48419180089589
"2753",2012-09-30,1.66849315068493,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",3.3670802703946
"2754",2012-09-30,1.66849315068493,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.0253682737205231
"2755",2012-09-30,1.66849315068493,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0335322098136134
"2756",2012-09-30,1.66849315068493,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.940355167521367
"2757",2012-09-30,1.66849315068493,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.218147236577078
"2758",2012-09-30,1.66849315068493,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0299690884254969
"2759",2012-09-30,1.66849315068493,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0998744606734631
"2760",2012-09-30,1.66849315068493,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0276403255483472
"2761",2012-09-30,1.66849315068493,"Time/Mat.","MDA","2009 NDAA
Sec. 864 Impl.",0.000427350427350427
"2762",2012-09-30,1.66849315068493,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2763",2012-09-30,1.66849315068493,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.089413280918546
"2764",2012-09-30,1.66849315068493,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2765",2012-09-30,1.66849315068493,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2766",2012-09-30,1.66849315068493,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2767",2012-09-30,1.66849315068493,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2768",2012-09-30,1.66849315068493,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2769",2012-09-30,1.66849315068493,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2770",2012-09-30,1.75068493150685,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",0.900563660096797
"2771",2012-09-30,1.75068493150685,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",1.06452812828751
"2772",2012-09-30,1.75068493150685,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.459188514488724
"2773",2012-09-30,1.75068493150685,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.0244807265987025
"2774",2012-09-30,1.75068493150685,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.0946440525692514
"2775",2012-09-30,1.75068493150685,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2776",2012-09-30,1.75068493150685,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.392251062125425
"2777",2012-09-30,1.75068493150685,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",4.83549756013799
"2778",2012-09-30,1.75068493150685,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",2.36496946290804
"2779",2012-09-30,1.75068493150685,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",1.75233842898775
"2780",2012-09-30,1.75068493150685,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.28824131160673
"2781",2012-09-30,1.75068493150685,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.136086678169087
"2782",2012-09-30,1.75068493150685,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00346206519410977
"2783",2012-09-30,1.75068493150685,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.810593196540006
"2784",2012-09-30,1.75068493150685,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.311084478663371
"2785",2012-09-30,1.75068493150685,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0248253551024611
"2786",2012-09-30,1.75068493150685,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0941523012872001
"2787",2012-09-30,1.75068493150685,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0228767586036454
"2788",2012-09-30,1.75068493150685,"Time/Mat.","MDA","2009 NDAA
Sec. 864 Impl.",0
"2789",2012-09-30,1.75068493150685,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0.00277301883431161
"2790",2012-09-30,1.75068493150685,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0131934051179075
"2791",2012-09-30,1.75068493150685,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2792",2012-09-30,1.75068493150685,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",5.44010915456699e-05
"2793",2012-09-30,1.75068493150685,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2794",2012-09-30,1.75068493150685,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2795",2012-09-30,1.75068493150685,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2796",2012-09-30,1.75068493150685,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2797",2012-09-30,1.83561643835616,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",1.03537766533828
"2798",2012-09-30,1.83561643835616,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",1.50501701646586
"2799",2012-09-30,1.83561643835616,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",0.719807258624241
"2800",2012-09-30,1.83561643835616,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.00174543254041808
"2801",2012-09-30,1.83561643835616,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.0893021417876635
"2802",2012-09-30,1.83561643835616,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.000776797374111832
"2803",2012-09-30,1.83561643835616,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.462489029811554
"2804",2012-09-30,1.83561643835616,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",5.37087178212337
"2805",2012-09-30,1.83561643835616,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",3.06551120118422
"2806",2012-09-30,1.83561643835616,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",2.66845807188755
"2807",2012-09-30,1.83561643835616,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",2.99418561265482
"2808",2012-09-30,1.83561643835616,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.00048968077437957
"2809",2012-09-30,1.83561643835616,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0154548450005149
"2810",2012-09-30,1.83561643835616,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.844431185912882
"2811",2012-09-30,1.83561643835616,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.243505844063433
"2812",2012-09-30,1.83561643835616,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0182770420862939
"2813",2012-09-30,1.83561643835616,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.0506989736175471
"2814",2012-09-30,1.83561643835616,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0475600503964576
"2815",2012-09-30,1.83561643835616,"Time/Mat.","MDA","2009 NDAA
Sec. 864 Impl.",0.000414330141077129
"2816",2012-09-30,1.83561643835616,"Time/Mat.","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2817",2012-09-30,1.83561643835616,"Time/Mat.","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.0366633554319843
"2818",2012-09-30,1.83561643835616,"Unlabeled","Army","2009 NDAA
Sec. 864 Impl.",0
"2819",2012-09-30,1.83561643835616,"Unlabeled","Navy","2009 NDAA
Sec. 864 Impl.",0
"2820",2012-09-30,1.83561643835616,"Unlabeled","Air Force","2009 NDAA
Sec. 864 Impl.",0
"2821",2012-09-30,1.83561643835616,"Unlabeled","MDA","2009 NDAA
Sec. 864 Impl.",0
"2822",2012-09-30,1.83561643835616,"Unlabeled","Military
Health","2009 NDAA
Sec. 864 Impl.",0
"2823",2012-09-30,1.83561643835616,"Unlabeled","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0
"2824",2012-09-30,1.92054794520548,"Cost+","Army","2009 NDAA
Sec. 864 Impl.",3.72969606596643
"2825",2012-09-30,1.92054794520548,"Cost+","Navy","2009 NDAA
Sec. 864 Impl.",2.75379840868088
"2826",2012-09-30,1.92054794520548,"Cost+","Air Force","2009 NDAA
Sec. 864 Impl.",2.07264600617856
"2827",2012-09-30,1.92054794520548,"Cost+","DLA","2009 NDAA
Sec. 864 Impl.",0.0128582053135619
"2828",2012-09-30,1.92054794520548,"Cost+","MDA","2009 NDAA
Sec. 864 Impl.",0.170379960786737
"2829",2012-09-30,1.92054794520548,"Cost+","Military
Health","2009 NDAA
Sec. 864 Impl.",0.0301665589537638
"2830",2012-09-30,1.92054794520548,"Cost+","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",0.559987582432293
"2831",2012-09-30,1.92054794520548,"Fixed","Army","2009 NDAA
Sec. 864 Impl.",15.8879604672227
"2832",2012-09-30,1.92054794520548,"Fixed","Navy","2009 NDAA
Sec. 864 Impl.",7.82064839304912
"2833",2012-09-30,1.92054794520548,"Fixed","Air Force","2009 NDAA
Sec. 864 Impl.",5.79681468357533
"2834",2012-09-30,1.92054794520548,"Fixed","DLA","2009 NDAA
Sec. 864 Impl.",8.86101211770281
"2835",2012-09-30,1.92054794520548,"Fixed","MDA","2009 NDAA
Sec. 864 Impl.",0.0967518222119246
"2836",2012-09-30,1.92054794520548,"Fixed","Military
Health","2009 NDAA
Sec. 864 Impl.",0.049846990742457
"2837",2012-09-30,1.92054794520548,"Fixed","Additional
DoD
Components","2009 NDAA
Sec. 864 Impl.",1.95044123080002
"2838",2012-09-30,1.92054794520548,"Time/Mat.","Army","2009 NDAA
Sec. 864 Impl.",0.637869939841417
"2839",2012-09-30,1.92054794520548,"Time/Mat.","Navy","2009 NDAA
Sec. 864 Impl.",0.0454226077849861
"2840",2012-09-30,1.92054794520548,"Time/Mat.","Air Force","2009 NDAA
Sec. 864 Impl.",0.117761153969725
"2841",2012-09-30,1.92054794520548,"Time/Mat.","DLA","2009 NDAA
Sec. 864 Impl.",0.0613128998661312
