fiscal_year,Query_Run,Customer,SubCustomer,ServicesCategory,FundingMechanismClassification,USDATL,BBP1,WSARAreg,BBP2,BBP3,SumOfobligatedAmount,SumOfnumberOfActions
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Fixed Fee,GANSLER+,0,0,0,0,-14411851.6000,40
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Plus Fixed Fee,WYNNE,0,0,0,0,1054148.4300,117
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Cost Sharing,KRIEG,0,0,0,0,0.0000,2
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,CARTER,0,0,0,0,20212328803.3400,103518
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Firm Fixed Price,YOUNG,0,0,0,0,25179773022.2100,107560
2009,2015-03-19 16:42:44.597,Defense,Army,Products,Fixed Price Award Fee,ALDRIDGE,0,0,0,0,770410.6300,1
2009,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Award Fee,CARTER,0,0,0,0,3635500.0000,2
2009,2015-03-19 16:42:44.597,Defense,Army,R&D,Cost Plus Incentive,GANSLER+,0,0,0,0,316347226.4800,35
2009,2015-03-19 16:42:44.597,Defense,Army,R&D,Firm Fixed Price,WYNNE,0,0,0,0,197063452.0600,257
2009,2015-03-19 16:42:44.597,Defense,Army,R&D,Fixed Price Level of Effort,KRIEG,0,0,0,0,4881557.5300,84
2005,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Time and Materials,WYNNE,0,0,0,0,44681043.0000,59
2005,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost No Fee,GANSLER+,0,0,0,0,258176.0000,2
2005,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,69267918.0000,45
2005,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Incentive,KRIEG,0,0,0,0,2199674.0000,1
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Combination (two or more),WYNNE,0,0,0,0,917923.0000,1
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,12354787.0000,13
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Fixed Fee,KRIEG,0,0,0,0,66122708.0000,45
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Firm Fixed Price,GANSLER+,0,0,0,0,375703624.0000,242
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Firm Fixed Price,KRIEG,0,0,0,0,2623684758.1800,7063
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Fixed Price Incentive,WYNNE,0,0,0,0,21043195.0000,16
2006,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Time and Materials,WYNNE,0,0,0,0,63198305.0000,492
2006,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost No Fee,GANSLER+,0,0,0,0,40520522.0000,63
2006,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Incentive,ALDRIDGE,0,0,0,0,10453120.0000,6
2006,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Incentive,KRIEG,0,0,0,0,8211622.0000,55
2006,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price Award Fee,WYNNE,0,0,0,0,37237788.6900,22
2006,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Firm Fixed Price,WYNNE,0,0,0,0,4238.0000,4
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Combination (two or more),ALDRIDGE,0,0,0,0,13992648.0000,41
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Combination (two or more),KRIEG,0,0,0,0,-2182436.4900,76
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Cost No Fee,WYNNE,0,0,0,0,4140477.0000,24
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Fixed Price Incentive,KRIEG,0,0,0,0,202989.6000,2
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Labor Hours,WYNNE,0,0,0,0,44810725.0000,133
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Not Reported,ALDRIDGE,0,0,0,0,26224746.9500,195
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Not Reported,KRIEG,0,0,0,0,70972566.0000,732
2006,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Time and Materials,GANSLER+,0,0,0,0,-89076.0000,1
2006,2015-03-19 16:42:44.597,Defense,Air Force,MED,Labor Hours,WYNNE,0,0,0,0,53398.0000,3
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost No Fee,ALDRIDGE,0,0,0,0,61526723.0000,129
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost No Fee,GANSLER+,0,0,0,0,31718462.0000,31
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Incentive,WYNNE,0,0,0,0,89404161.0000,66
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Sharing,WYNNE,0,0,0,0,1962280.0000,1
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Fixed Price Award Fee,WYNNE,0,0,0,0,1603099.0000,18
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,716400.0000,2
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Labor Hours,ALDRIDGE,0,0,0,0,23753441.0000,83
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Labor Hours,GANSLER+,0,0,0,0,-116821.0000,10
2006,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Labor Hours,KRIEG,0,0,0,0,58407449.1500,217
2006,2015-03-19 16:42:44.597,Defense,Air Force,Products,Combination (two or more),WYNNE,0,0,0,0,7173352.0000,6
2006,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,-23887277.0000,30
2006,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,KRIEG,0,0,0,0,498125710.7900,290
2006,2015-03-19 16:42:44.597,Defense,Air Force,Products,Firm Fixed Price,ALDRIDGE,0,0,0,0,3956812653.3200,434
2006,2015-03-19 16:42:44.597,Defense,Air Force,Products,Firm Fixed Price,GANSLER+,0,0,0,0,1592943857.0000,294
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Award Fee,YOUNG,0,0,0,0,71078708.8500,288
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,5431927.2900,41
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Incentive,CARTER,0,0,0,0,261610859.0000,151
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Cost Plus Incentive,KRIEG,0,0,0,0,267137766.7500,593
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Firm Fixed Price,YOUNG,0,0,0,0,9697614875.3300,72470
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Award Fee,YOUNG,0,0,0,0,9187566.4000,42
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price Incentive,GANSLER+,0,0,0,0,113099583.0000,237
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,24289729.9300,23
2009,2015-03-19 16:42:44.597,Defense,Navy,Products,Time and Materials,GANSLER+,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Combination (two or more),YOUNG,0,0,0,0,314496127.9100,521
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost No Fee,CARTER,0,0,0,0,40300503.4700,73
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Award Fee,CARTER,0,0,0,0,41072128.6500,8
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Fixed Fee,KRIEG,0,0,0,0,592433473.2900,1934
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Cost Plus Incentive,GANSLER+,0,0,0,0,4133765.0000,12
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Labor Hours,CARTER,0,0,0,0,647350.4300,5
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Not Reported,WYNNE,0,0,0,0,366597464.3200,162
2009,2015-03-19 16:42:44.597,Defense,Navy,R&D,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,NULL,Cost No Fee,KRIEG,0,0,0,0,0.0000,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,NULL,Firm Fixed Price,GANSLER+,0,0,0,0,0.0000,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Combination (two or more),WYNNE,0,0,0,0,464782.4400,8
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Cost Plus Award Fee,YOUNG,0,0,0,0,16490063.4200,249
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,-1416987.5600,21
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Cost Plus Incentive,KRIEG,0,0,0,0,-12500.0000,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Firm Fixed Price,GANSLER+,0,0,0,0,-2885788.3100,17
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ERS,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Cost Plus Fixed Fee,KRIEG,0,0,0,0,-1.1400,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Fixed Price with Economic Price Adjustment,CARTER,0,0,0,0,17732.6600,2
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Fixed Price with Economic Price Adjustment,WYNNE,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Not Reported,GANSLER+,0,0,0,0,0.0000,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,FRS&C,Time and Materials,WYNNE,0,0,0,0,-49279.6000,5
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost Plus Award Fee,GANSLER+,0,0,0,0,-484691.0500,2
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Cost Plus Incentive,ALDRIDGE,0,0,0,0,-3329.5600,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Firm Fixed Price,KRIEG,0,0,0,0,353601241.7500,5169
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Labor Hours,WYNNE,0,0,0,0,19056708.5700,30
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Not Reported,ALDRIDGE,0,0,0,0,-9640935.5900,44
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Not Reported,CARTER,0,0,0,0,-558605.4100,8
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Order Dependent (IDV only),GANSLER+,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,ICT,Time and Materials,YOUNG,0,0,0,0,445332914.4100,849
2009,2015-03-19 16:42:44.597,Defense,Other DoD,MED,Firm Fixed Price,YOUNG,0,0,0,0,292494.7100,42
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Combination (two or more),KRIEG,0,0,0,0,244458010.4000,619
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost No Fee,YOUNG,0,0,0,0,1683051.9200,72
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Cost Plus Fixed Fee,CARTER,0,0,0,0,24978461.0100,66
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Fixed Price Level of Effort,CARTER,0,0,0,0,7682747.7100,13
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Not Reported,ALDRIDGE,0,0,0,0,-19074.8400,2
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Not Reported,WYNNE,0,0,0,0,-223494.4800,12
2009,2015-03-19 16:42:44.597,Defense,Other DoD,PAMS,Time and Materials,YOUNG,0,0,0,0,26504273.5100,167
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Combination (two or more),WYNNE,0,0,0,0,-106961.1800,30
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Cost No Fee,YOUNG,0,0,0,0,55277903.8200,49
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Cost Plus Award Fee,GANSLER+,0,0,0,0,-12319882.0300,11
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Cost Plus Fixed Fee,CARTER,0,0,0,0,43976617.4200,108
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Fixed Price Level of Effort,CARTER,0,0,0,0,8287885.3900,3
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Fixed Price Redetermination,WYNNE,0,0,0,0,179340.2700,3
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Not Reported,ALDRIDGE,0,0,0,0,961700.4800,4
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2009,2015-03-19 16:42:44.597,Defense,Other DoD,Products,Time and Materials,YOUNG,0,0,0,0,24299847.7600,167
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Combination (two or more),GANSLER+,0,0,0,0,3485.0200,8
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Award Fee,ALDRIDGE,0,0,0,0,-2936861.7200,10
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Fixed Fee,WYNNE,0,0,0,0,-626391.1300,210
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Plus Incentive,KRIEG,0,0,0,0,20657276.0000,55
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Cost Sharing,YOUNG,0,0,0,0,7665447.0000,8
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Firm Fixed Price,ALDRIDGE,0,0,0,0,-3634123.9800,26
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Firm Fixed Price,CARTER,0,0,0,0,19178217.2500,123
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Fixed Price Level of Effort,WYNNE,0,0,0,0,34000.0000,2
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Not Reported,KRIEG,0,0,0,0,-161.1300,1
2009,2015-03-19 16:42:44.597,Defense,Other DoD,R&D,Time and Materials,CARTER,0,0,0,0,-3784.7900,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Combination (two or more),CARTER,0,0,0,0,5942943.8600,36
2010,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost No Fee,GANSLER+,0,0,0,0,889413.4600,2
2010,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Cost Plus Incentive,ALDRIDGE,0,0,0,0,389883.4300,5
2010,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Firm Fixed Price,KRIEG,0,0,0,0,155798807.0100,1005
2010,2015-03-19 16:42:44.597,Defense,Air Force,ERS,Fixed Price Incentive,CARTER,0,0,0,0,25287389.3400,21
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Plus Fixed Fee,WYNNE,0,0,0,0,-258824.0000,2
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Cost Sharing,YOUNG,0,0,0,0,920350.5600,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Firm Fixed Price,ALDRIDGE,0,0,0,0,20239294.6500,100
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price Award Fee,ALDRIDGE,0,0,0,0,1281035.7900,9
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price Award Fee,WYNNE,0,0,0,0,141523923.6700,76
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price Incentive,CARTER,0,0,0,0,15611319.4600,11
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Fixed Price Redetermination,YOUNG,0,0,0,0,-2227.5100,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Not Reported,KRIEG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,FRS&C,Time and Materials,CARTER,0,0,0,0,133289242.6000,314
2010,2015-03-19 16:42:44.597,Defense,Air Force,Fuel,Firm Fixed Price,WYNNE,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Combination (two or more),ALDRIDGE,0,0,0,0,-3200.4700,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Combination (two or more),YOUNG,0,0,0,0,23002309.6700,101
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Cost No Fee,CARTER,0,0,0,0,55081176.3400,473
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Firm Fixed Price,ALDRIDGE,0,0,0,0,-304108.6900,13
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Not Reported,KRIEG,0,0,0,0,-7831.0200,6
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Time and Materials,ALDRIDGE,0,0,0,0,1973346.6500,10
2010,2015-03-19 16:42:44.597,Defense,Air Force,ICT,Time and Materials,WYNNE,0,0,0,0,2788440.1800,20
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Cost Plus Fixed Fee,CARTER,0,0,0,0,3443332.4400,2
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Firm Fixed Price,WYNNE,0,0,0,0,1910521.4700,69
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Fixed Price Level of Effort,CARTER,0,0,0,0,189625.6600,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,6147441.6800,98
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,MED,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost No Fee,WYNNE,0,0,0,0,22092254.6200,30
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Award Fee,KRIEG,0,0,0,0,294439939.5800,177
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Fixed Fee,YOUNG,0,0,0,0,233552621.2800,931
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Cost Plus Incentive,CARTER,0,0,0,0,598819021.7400,329
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Fixed Price Award Fee,YOUNG,0,0,0,0,5674303.9300,45
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Fixed Price Level of Effort,YOUNG,0,0,0,0,9427283.4200,85
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Labor Hours,KRIEG,0,0,0,0,51174177.2100,177
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Time and Materials,GANSLER+,0,0,0,0,133358.9100,6
2010,2015-03-19 16:42:44.597,Defense,Air Force,PAMS,Time and Materials,WYNNE,0,0,0,0,10871845.5700,117
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost No Fee,ALDRIDGE,0,0,0,0,1313505.1900,17
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost No Fee,WYNNE,0,0,0,0,381237.0000,6
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Award Fee,KRIEG,0,0,0,0,1206519721.4800,177
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,KRIEG,0,0,0,0,56014993.4900,108
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Fixed Fee,YOUNG,0,0,0,0,352449343.4700,361
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Cost Plus Incentive,CARTER,0,0,0,0,174975196.4800,105
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Fixed Price Level of Effort,YOUNG,0,0,0,0,8670082.2700,7
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Labor Hours,CARTER,0,0,0,0,13077716.9000,35
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Labor Hours,WYNNE,0,0,0,0,80190.3000,7
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Order Dependent (IDV only),WYNNE,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Air Force,Products,Time and Materials,GANSLER+,0,0,0,0,-141217.3000,3
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Combination (two or more),KRIEG,0,0,0,0,978272.1200,3
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost No Fee,GANSLER+,0,0,0,0,-14728.0000,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Plus Award Fee,GANSLER+,0,0,0,0,151956393.8300,56
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Cost Sharing,WYNNE,0,0,0,0,1378702.6700,9
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Firm Fixed Price,KRIEG,0,0,0,0,116054547.0300,112
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price Incentive,KRIEG,0,0,0,0,9466967.0000,18
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Fixed Price with Economic Price Adjustment,GANSLER+,0,0,0,0,0.0000,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Labor Hours,GANSLER+,0,0,0,0,-163602.1400,1
2010,2015-03-19 16:42:44.597,Defense,Air Force,R&D,Time and Materials,YOUNG,0,0,0,0,3010170.6800,72
2010,2015-03-19 16:42:44.597,Defense,Army,NULL,Time and Materials,YOUNG,0,0,0,0,387014.0400,1
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Combination (two or more),KRIEG,0,0,0,0,963036.6200,34
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Cost Plus Fixed Fee,CARTER,0,0,0,0,398829508.9700,249
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price Redetermination,WYNNE,0,0,0,0,-1776.3200,1
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Fixed Price with Economic Price Adjustment,GANSLER+,0,0,0,0,141048950.0100,46
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Not Reported,WYNNE,0,0,0,0,282948.7000,10
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Order Dependent (IDV only),CARTER,0,0,0,0,0.0000,1
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Time and Materials,ALDRIDGE,0,0,0,0,-6554.0300,11
2010,2015-03-19 16:42:44.597,Defense,Army,ERS,Time and Materials,YOUNG,0,0,0,0,91047265.4100,308
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Combination (two or more),CARTER,0,0,0,0,380659425.7600,183
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Cost Plus Award Fee,GANSLER+,0,0,0,0,150331281.7900,33
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Firm Fixed Price,WYNNE,0,0,0,0,221724572.9300,1205
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Incentive,WYNNE,0,0,0,0,5862500.0000,7
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Level of Effort,CARTER,0,0,0,0,628246.1600,5
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Fixed Price Redetermination,ALDRIDGE,0,0,0,0,3189941.1100,29
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Not Reported,ALDRIDGE,0,0,0,0,120242.5900,3
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Not Reported,YOUNG,0,0,0,0,15250007.4600,32
2010,2015-03-19 16:42:44.597,Defense,Army,FRS&C,Time and Materials,KRIEG,0,0,0,0,5021593.4500,60
2010,2015-03-19 16:42:44.597,Defense,Army,Fuel,Cost Plus Fixed Fee,CARTER,0,0,0,0,115291.0000,2
2010,2015-03-19 16:42:44.597,Defense,Army,Fuel,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,-27410.8800,3
2010,2015-03-19 16:42:44.597,Defense,Army,Fuel,Fixed Price with Economic Price Adjustment,YOUNG,0,0,0,0,-267074.9100,3
2010,2015-03-19 16:42:44.597,Defense,Army,Fuel,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Combination (two or more),WYNNE,0,0,0,0,-2385365.5600,6
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost No Fee,KRIEG,0,0,0,0,166371.7900,7
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Award Fee,KRIEG,0,0,0,0,2012022.3300,22
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Award Fee,YOUNG,0,0,0,0,25127086.7800,31
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Fixed Fee,ALDRIDGE,0,0,0,0,-1275.4700,6
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Fixed Fee,YOUNG,0,0,0,0,169522288.7100,151
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Incentive,CARTER,0,0,0,0,99960129.4700,21
2010,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,GANSLER+,0,0,0,0,5597119.7200,14
2008,2015-03-19 16:42:44.597,Defense,Army,Fuel,Firm Fixed Price,WYNNE,0,0,0,0,16372.6600,2
2008,2015-03-19 16:42:44.597,Defense,Army,Fuel,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,218281.0000,5
2008,2015-03-19 16:42:44.597,Defense,Army,Fuel,Order Dependent (IDV only),KRIEG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,Fuel,Order Dependent (IDV only),YOUNG,0,0,0,0,0.0000,NULL
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Combination (two or more),ALDRIDGE,0,0,0,0,3538379.4200,45
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Combination (two or more),WYNNE,0,0,0,0,189584839.0800,315
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost No Fee,KRIEG,0,0,0,0,25474748.0600,63
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Award Fee,KRIEG,0,0,0,0,3704000.0000,13
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Cost Plus Fixed Fee,YOUNG,0,0,0,0,224559137.3900,196
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Firm Fixed Price,GANSLER+,0,0,0,0,11276930.2200,17
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price Level of Effort,YOUNG,0,0,0,0,2035503.0000,4
2008,2015-03-19 16:42:44.597,Defense,Army,ICT,Fixed Price with Economic Price Adjustment,KRIEG,0,0,0,0,447751.5100,16
